time,x,y,z
1558252699.088753,14.731645122167686,1.3983067967018583,0.0
1558252699.089252,14.731645122167686,1.3983067967018583,0.0
1558252699.113386,14.731645122167686,1.3983067967018583,0.0
1558252699.113959,14.731645122167686,1.3983067967018583,0.0
1558252699.11495,14.731645122167686,1.3983067967018583,0.0
1558252699.12267,14.731645122167686,1.3983067967018583,0.0
1558252699.125391,14.731645122167686,1.3983067967018583,0.0
1558252699.125704,14.731645122167686,1.3983067967018583,0.0
1558252699.126791,14.731645122167686,1.3983067967018583,0.0
1558252699.132118,14.731645122167686,1.3983067967018583,0.0
1558252699.140614,14.731645122167686,1.3983067967018583,0.0
1558252699.152342,14.731645122167686,1.3983067967018583,0.0
1558252699.15759,14.731645122167686,1.3983067967018583,0.0
1558252699.158098,14.731645122167686,1.3983067967018583,0.0
1558252699.159455,14.731645122167686,1.3983067967018583,0.0
1558252699.182772,14.731645122167686,1.3983067967018583,0.0
1558252699.208497,14.731645122167686,1.3983067967018583,0.0
1558252699.215072,14.731645122167686,1.3983067967018583,0.0
1558252699.223735,14.731645122167686,1.3983067967018583,0.0
1558252699.231228,14.731645122167686,1.3983067967018583,0.0
1558252699.245338,14.731645122167686,1.3983067967018583,0.0
1558252699.245491,14.731645122167686,1.3983067967018583,0.0
1558252699.257186,14.731645122167686,1.3983067967018583,0.0
1558252699.257558,14.731645122167686,1.3983067967018583,0.0
1558252699.263434,14.731645122167686,1.3983067967018583,0.0
1558252699.289933,14.731645122167686,1.3983067967018583,0.0
1558252699.297697,14.731645122167686,1.3983067967018583,0.0
1558252699.309433,14.731645122167686,1.3983067967018583,0.0
1558252699.316808,14.731645122167686,1.3983067967018583,0.0
1558252699.316989,14.731645122167686,1.3983067967018583,0.0
1558252699.321332,14.731645122167686,1.3983067967018583,0.0
1558252699.322418,14.731645122167686,1.3983067967018583,0.0
1558252699.341308,14.731645122167686,1.3983067967018583,0.0
1558252699.343955,14.731645122167686,1.3983067967018583,0.0
1558252699.349068,14.731645122167686,1.3983067967018583,0.0
1558252699.369758,14.731645122167686,1.3983067967018583,0.0
1558252699.373144,14.731645122167686,1.3983067967018583,0.0
1558252699.398951,14.731645122167686,1.3983067967018583,0.0
1558252699.401821,14.731645122167686,1.3983067967018583,0.0
1558252699.405338,14.731645122167686,1.3983067967018583,0.0
1558252699.419937,14.731645122167686,1.3983067967018583,0.0
1558252699.421949,14.731645122167686,1.3983067967018583,0.0
1558252699.422169,14.731645122167686,1.3983067967018583,0.0
1558252699.424307,14.731645122167686,1.3983067967018583,0.0
1558252699.4467,14.731645122167686,1.3983067967018583,0.0
1558252699.447279,14.731645122167686,1.3983067967018583,0.0
1558252699.448243,14.731645122167686,1.3983067967018583,0.0
1558252699.454618,14.731645122167686,1.3983067967018583,0.0
1558252699.457146,14.731645122167686,1.3983067967018583,0.0
1558252699.458827,14.731645122167686,1.3983067967018583,0.0
1558252699.460946,14.731645122167686,1.3983067967018583,0.0
1558252699.465339,14.731645122167686,1.3983067967018583,0.0
1558252699.473942,14.731645122167686,1.3983067967018583,0.0
1558252699.485718,14.731645122167686,1.3983067967018583,0.0
1558252699.490392,14.731645122167686,1.3983067967018583,0.0
1558252699.491526,14.731645122167686,1.3983067967018583,0.0
1558252699.493308,14.731645122167686,1.3983067967018583,0.0
1558252699.516447,14.731645122167686,1.3983067967018583,0.0
1558252699.541978,14.731645122167686,1.3983067967018583,0.0
1558252699.551129,14.731645122167686,1.3983067967018583,0.0
1558252699.556383,14.731645122167686,1.3983067967018583,0.0
1558252699.564515,14.731645122167686,1.3983067967018583,0.0
1558252699.575008,14.731645122167686,1.3983067967018583,0.0
1558252699.575566,14.731645122167686,1.3983067967018583,0.0
1558252699.589647,14.731645122167686,1.3983067967018583,0.0
1558252699.590431,14.731645122167686,1.3983067967018583,0.0
1558252699.596817,14.731645122167686,1.3983067967018583,0.0
1558252699.624564,14.731645122167686,1.3983067967018583,0.0
1558252699.631316,14.731645122167686,1.3983067967018583,0.0
1558252699.642635,14.731645122167686,1.3983067967018583,0.0
1558252699.650194,14.731645122167686,1.3983067967018583,0.0
1558252699.650263,14.731645122167686,1.3983067967018583,0.0
1558252699.654884,14.731645122167686,1.3983067967018583,0.0
1558252699.656326,14.731645122167686,1.3983067967018583,0.0
1558252699.674556,14.731645122167686,1.3983067967018583,0.0
1558252699.676536,14.731645122167686,1.3983067967018583,0.0
1558252699.680298,14.731645122167686,1.3983067967018583,0.0
1558252699.703034,14.731645122167686,1.3983067967018583,0.0
1558252699.706826,14.731645122167686,1.3983067967018583,0.0
1558252699.732412,14.731645122167686,1.3983067967018583,0.0
1558252699.735007,14.731645122167686,1.3983067967018583,0.0
1558252699.738747,14.731645122167686,1.3983067967018583,0.0
1558252699.752515,14.731645122167686,1.3983067967018583,0.0
1558252699.755324,14.731645122167686,1.3983067967018583,0.0
1558252699.755539,14.731645122167686,1.3983067967018583,0.0
1558252699.75781,14.731645122167686,1.3983067967018583,0.0
1558252699.779935,14.731645122167686,1.3983067967018583,0.0
1558252699.780872,14.731645122167686,1.3983067967018583,0.0
1558252699.781529,14.731645122167686,1.3983067967018583,0.0
1558252699.7879,14.731645122167686,1.3983067967018583,0.0
1558252699.790513,14.731645122167686,1.3983067967018583,0.0
1558252699.792101,14.731645122167686,1.3983067967018583,0.0
1558252699.793467,14.731645122167686,1.3983067967018583,0.0
1558252699.798255,14.731645122167686,1.3983067967018583,0.0
1558252699.807311,14.731645122167686,1.3983067967018583,0.0
1558252699.819303,14.731645122167686,1.3983067967018583,0.0
1558252699.823724,14.731645122167686,1.3983067967018583,0.0
1558252699.825725,14.731645122167686,1.3983067967018583,0.0
1558252699.826686,14.731645122167686,1.3983067967018583,0.0
1558252699.850386,14.731647101287479,1.4022974361109237,0.0
1558252699.875387,14.731653263026814,1.4147217875346298,0.0
1558252699.881636,14.731655425442792,1.4190820200247896,0.0
1558252699.88986,14.731659909469059,1.4281234797653861,0.0
1558252699.899511,14.731659909469059,1.4281234797653861,0.0
1558252699.907317,14.731665114934579,1.4386196285699038,0.0
1558252699.908717,14.731665114934579,1.4386196285699038,0.0
1558252699.923144,14.731684938998734,1.4785922931587454,0.0
1558252699.923566,14.731684938998734,1.4785922931587454,0.0
1558252699.93014,14.731697203556749,1.5033221901175,0.0
1558252699.957687,14.731721864026332,1.5530468415024372,0.0
1558252699.963854,14.73173499335945,1.5795204457467533,0.0
1558252699.976238,14.731746691347642,1.6031079278460003,0.0
1558252699.983206,14.731759065112985,1.6280580272776746,0.0
1558252699.983298,14.731759065112985,1.6280580272776746,0.0
1558252699.987961,14.731759065112985,1.6280580272776746,0.0
1558252699.98893,14.731771481989195,1.6530950541986587,0.0
1558252700.008261,14.73178385250985,1.6780386111311376,0.0
1558252700.009807,14.731796258869641,1.7030544330547295,0.0
1558252700.013633,14.731796258869641,1.7030544330547295,0.0
1558252700.037792,14.731821040585507,1.7530235619096013,0.0
1558252700.039651,14.731833514368404,1.7781753338164743,0.0
1558252700.065968,14.731858253109788,1.8280578101820024,0.0
1558252700.068451,14.731858253109788,1.8280578101820024,0.0
1558252700.072337,14.731870670609643,1.8530960946028319,0.0
1558252700.086214,14.731883058820493,1.8780753215309243,0.0
1558252700.089193,14.731883058820493,1.8780753215309243,0.0
1558252700.089572,14.731883058820493,1.8780753215309243,0.0
1558252700.091206,14.731895451007546,1.9030625659580307,0.0
1558252700.113296,14.731920238192394,1.9530427223115465,0.0
1558252700.114191,14.731920238192394,1.9530427223115465,0.0
1558252700.114815,14.731920238192394,1.9530427223115465,0.0
1558252700.121582,14.731920238192394,1.9530427223115465,0.0
1558252700.123869,14.731933395553586,1.9795728415489124,0.0
1558252700.125418,14.731933395553586,1.9795728415489124,0.0
1558252700.126782,14.731933395553586,1.9795728415489124,0.0
1558252700.131639,14.73194505621978,2.003085068657414,0.0
1558252700.140848,14.731957444934011,2.0280653105853816,0.0
1558252700.152835,14.731969835603486,2.053049495012864,0.0
1558252700.157091,14.731969835603486,2.053049495012864,0.0
1558252700.158831,14.731969835603486,2.053049495012864,0.0
1558252700.160018,14.731969835603486,2.053049495012864,0.0
1558252700.183078,14.732007993894905,2.129990760550743,0.0
1558252700.209687,14.73203182819711,2.178049552140545,0.0
1558252700.216077,14.732045775688166,2.206172866181982,0.0
1558252700.222938,14.732056671624086,2.2281431134801144,0.0
1558252700.230984,14.732069067593924,2.2531379854062825,0.0
1558252700.240779,14.73208152473554,2.278256202317282,0.0
1558252700.242232,14.73208152473554,2.278256202317282,0.0
1558252700.257068,14.73209450394252,2.304427096598825,0.0
1558252700.258363,14.73209450394252,2.304427096598825,0.0
1558252700.263318,14.732106289558432,2.328191268676343,0.0
1558252700.290177,14.732143465535623,2.4031518244578067,0.0
1558252700.297173,14.732143465535623,2.4031518244578067,0.0
1558252700.310744,14.732155817015883,2.428056988895007,0.0
1558252700.316855,14.732168280588606,2.4531881733044116,0.0
1558252700.317018,14.732168280588606,2.4531881733044116,0.0
1558252700.321713,14.732180604568967,2.4780378877484313,0.0
1558252700.322549,14.732180604568967,2.4780378877484313,0.0
1558252700.341301,14.732205406180723,2.5280471340983697,0.0
1558252700.342842,14.732205406180723,2.5280471340983697,0.0
1558252700.347753,14.732205406180723,2.5280471340983697,0.0
1558252700.370603,14.732230205685974,2.57805213294883,0.0
1558252700.373422,14.732243116489126,2.6040850997473353,0.0
1558252700.399307,14.732279798393071,2.678049420651315,0.0
1558252700.401339,14.732279798393071,2.678049420651315,0.0
1558252700.405346,14.732279798393071,2.678049420651315,0.0
1558252700.419064,14.732304610595635,2.7280800219986268,0.0
1558252700.422134,14.732304610595635,2.7280800219986268,0.0
1558252700.422364,14.732304610595635,2.7280800219986268,0.0
1558252700.424748,14.732304610595635,2.7280800219986268,0.0
1558252700.446961,14.73232939449116,2.7780535458529583,0.0
